,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,truth,prediction
0,76.02980041503906,71.51131439208984,99.31932067871094,0.0,80.43195343017578,0.0,0.0,59.438724517822266,105.46644592285156,0.0,0.0,0.0,89.63931274414062,0.0,40.14952087402344,55.33924865722656,0.0,0.0,0.0,0.0,0,0.0
1,69.56730651855469,75.22371673583984,85.6053237915039,0.0,89.63374328613281,0.0,0.0,35.3222770690918,112.13877868652344,0.0,0.0,0.0,98.53961181640625,0.0,7.7476806640625,66.95947265625,0.0,0.0,0.0,0.0,0,0.0
2,77.77704620361328,84.42139434814453,110.13150024414062,0.0,89.83264923095703,0.0,0.0,56.74478530883789,101.01828002929688,0.0,0.0,0.0,81.16804504394531,0.0,38.01007080078125,60.007198333740234,0.0,0.0,0.0,0.0,0,0.0
3,66.21388244628906,55.666297912597656,99.13033294677734,0.0,83.7122802734375,0.0,0.0,55.21052551269531,114.64299774169922,0.0,0.0,0.0,106.68767547607422,0.0,39.09451675415039,38.57814025878906,0.0,0.0,0.0,0.0,0,0.0
4,66.21388244628906,55.666297912597656,99.13033294677734,0.0,83.7122802734375,0.0,0.0,55.21052551269531,114.64299774169922,0.0,0.0,0.0,106.68767547607422,0.0,39.09451675415039,38.57814025878906,0.0,0.0,0.0,0.0,0,0.0
5,51.49418640136719,81.60093688964844,112.31089782714844,0.0,84.42681121826172,0.0,0.0,47.85817337036133,134.1719207763672,0.0,0.0,0.0,92.5990982055664,0.0,10.671329498291016,41.920291900634766,0.0,0.0,0.0,0.0,1,0.0
6,52.87996292114258,71.68046569824219,113.47595977783203,0.0,99.8343505859375,0.0,0.0,54.53492736816406,119.43597412109375,0.0,0.0,0.0,87.62401580810547,0.0,13.453067779541016,51.2724494934082,0.0,0.0,0.0,0.0,1,0.0
7,56.82294464111328,86.43205261230469,114.72313690185547,0.0,83.90045166015625,0.0,0.0,45.353668212890625,137.82406616210938,0.0,0.0,0.0,97.70980072021484,0.0,12.845380783081055,41.84833526611328,0.0,0.0,0.0,0.0,1,0.0
8,80.79134368896484,80.05611419677734,112.81661224365234,0.0,92.32350158691406,0.0,0.0,57.117252349853516,99.65568542480469,0.0,0.0,0.0,77.36325073242188,0.0,35.96501922607422,63.948387145996094,0.0,0.0,0.0,0.0,1,0.0
9,52.541419982910156,80.631591796875,114.03944396972656,0.0,84.48470306396484,0.0,0.0,48.571128845214844,134.14157104492188,0.0,0.0,0.0,93.98843383789062,0.0,13.185270309448242,40.70378875732422,0.0,0.0,0.0,0.0,1,0.0
10,79.837158203125,87.55203247070312,111.31232452392578,0.0,121.05534362792969,0.0,0.0,52.724884033203125,110.65170288085938,0.0,0.0,0.0,85.95747375488281,0.0,57.043914794921875,50.31719970703125,0.0,0.0,0.0,0.0,0,0.0
11,86.77574157714844,73.1951904296875,120.6965103149414,0.0,107.30984497070312,0.0,0.0,61.40989303588867,106.08724975585938,0.0,0.0,0.0,86.94625091552734,0.0,54.69530487060547,31.642333984375,0.0,0.0,0.0,0.0,0,0.0
12,79.837158203125,87.55203247070312,111.31232452392578,0.0,121.05534362792969,0.0,0.0,52.724884033203125,110.65170288085938,0.0,0.0,0.0,85.95747375488281,0.0,57.043914794921875,50.31719970703125,0.0,0.0,0.0,0.0,0,0.0
13,88.9377670288086,66.79884338378906,128.35256958007812,0.0,114.16849517822266,0.0,0.0,48.921424865722656,107.29771423339844,0.0,0.0,0.0,81.60440826416016,0.0,60.24306869506836,43.63628387451172,0.0,0.0,0.0,0.0,0,0.0
